cutoff_date,months_ahead,predicted,actual,error,abs_error,pct_error
2024-05-01,2,11.658357677487775,10.720000267028809,0.9383574104589663,0.9383574104589663,8.753333834748538
2024-05-01,3,11.51753672135226,11.109999656677246,0.4075370646750134,0.4075370646750134,3.668200515470571
2024-06-01,1,12.105661590778173,10.720000267028809,1.385661323749364,1.385661323749364,12.925944862251562
2024-06-01,2,11.971323416910328,11.109999656677246,0.8613237602330823,0.8613237602330823,7.752689350583518
2024-06-01,3,11.836985243042482,10.41571399143764,1.4212712516048427,1.4212712516048427,13.645451985079616
2024-07-01,1,10.565579942872532,11.109999656677246,-0.5444197138047144,0.5444197138047144,4.900267602416275
2024-07-01,2,10.411159598367538,10.41571399143764,-0.004554393070101526,0.004554393070101526,0.043726172529751854
2024-07-01,3,10.256739253862547,9.721428326198033,0.5353109276645132,0.5353109276645132,5.506504905476875
2024-08-01,1,10.96335677807243,10.41571399143764,0.5476427866347908,0.5476427866347908,5.25785161809346
2024-08-01,2,10.816713907464207,9.721428326198033,1.0952855812661735,1.0952855812661735,11.266714566156043
2024-08-01,3,10.670071036855983,9.027142660958425,1.642928375897558,1.642928375897558,18.19987162718802
2024-09-01,1,10.261357843111789,9.721428326198033,0.5399295169137552,0.5399295169137552,5.554014274411845
2024-09-01,2,10.107001686740363,9.027142660958425,1.0798590257819374,1.0798590257819374,11.962356931083297
2024-09-01,3,9.952645530368935,8.33285699571882,1.6197885346501142,1.6197885346501142,19.438573534651013
2024-10-01,1,9.559573161677601,9.027142660958425,0.5324305007191761,0.5324305007191761,5.898106640342462
2024-10-01,2,9.397717989223334,8.33285699571882,1.0648609935045137,1.0648609935045137,12.779062379824929
2024-10-01,3,9.23586281676907,7.6385713304792136,1.5972914862898557,1.5972914862898557,20.910866930264667
2024-11-01,1,8.857993878240494,8.33285699571882,0.5251368825216733,0.5251368825216733,6.302002815978641
2024-11-01,2,8.688845087697414,7.6385713304792136,1.0502737572182008,1.0502737572182008,13.749609865230006
2024-11-01,3,8.519696297154333,6.944285665239606,1.5754106319147265,1.5754106319147265,22.68643180681088
2024-12-01,1,8.156611837751683,7.6385713304792136,0.5180405072724694,0.5180405072724694,6.781903118524254
2024-12-01,2,7.980366672065138,6.944285665239606,1.0360810068255315,1.0360810068255315,14.9199076301217
2024-12-01,3,7.8041215063785945,6.25,1.5541215063785945,1.5541215063785945,24.86594410205751
2025-01-01,1,7.455418862822673,6.944285665239606,0.5111331975830664,0.5111331975830664,7.360486336868317
2025-01-01,2,7.272266387549654,6.25,1.0222663875496538,1.0222663875496538,16.35626220079446
2025-01-01,3,7.089113912276635,5.764999866485596,1.3241140457910392,1.3241140457910392,22.96815397149754
2025-02-01,1,6.7544077695307205,6.25,0.5044077695307205,0.5044077695307205,8.070524312491528
2025-02-01,2,6.5645298663055724,5.764999866485596,0.7995299998199767,0.7995299998199767,13.868690691009133
2025-02-01,3,6.374651963080425,5.190000057220459,1.1846519058599663,1.1846519058599663,22.825662674354863
2025-03-01,1,6.053571095552857,5.764999866485596,0.2885712290672613,0.2885712290672613,5.005572172600541
2025-03-01,2,5.8571421836870705,5.190000057220459,0.6671421264666115,0.6671421264666115,12.854376090776078
2025-03-01,3,5.660713271821284,5.770000100135803,-0.10928682831451919,0.10928682831451919,1.8940524509167167
2025-04-01,1,5.564871505652464,5.190000057220459,0.37487144843200504,0.37487144843200504,7.222956537552913
2025-04-01,2,5.3647431405744115,5.770000100135803,-0.40525695956139174,0.40525695956139174,7.023517374841182
2025-04-01,3,5.16461477549636,6.3500001430511475,-1.1853853675547876,1.1853853675547876,18.667485682688742
2025-05-01,1,4.985126272331761,5.770000100135803,-0.7848738278040424,0.7848738278040424,13.602665757069389
2025-05-01,2,4.780252481927755,6.3500001430511475,-1.569747661123392,1.569747661123392,24.72043505134687
2025-05-01,3,4.575378691523751,6.930000185966492,-2.354621494442741,2.354621494442741,33.97722123025245
2025-06-01,1,5.574937667865073,6.3500001430511475,-0.7750624751860746,0.7750624751860746,12.20570799567983
2025-06-01,2,5.379875247143673,6.930000185966492,-1.5501249388228189,1.5501249388228189,22.368324635284708
2025-06-01,3,5.184812826422272,7.510000228881836,-2.325187402459564,2.325187402459564,30.961216133088737
2025-07-01,1,6.164506276362776,6.930000185966492,-0.7654939096037161,0.7654939096037161,11.04608786524811
2025-07-01,2,5.979012421081152,7.510000228881836,-1.5309878078006838,1.5309878078006838,20.385988830104637
2025-07-01,3,5.793518565799529,8.100000381469727,-2.306481815670198,2.306481815670198,28.475082803041694
2025-08-01,1,6.753841609154601,7.510000228881836,-0.756158619727235,0.756158619727235,10.06868970282068
2025-08-01,2,6.577683043610352,8.100000381469727,-1.5223173378593744,1.5223173378593744,18.79404032303457
2025-08-01,3,6.4015244780661025,8.770000457763672,-2.3684759796975694,2.3684759796975694,27.006566203777883
